fy,sheet,row,code,account_code,list_no,seq,ward_col,work_name,project_cost_rs,provision_rs,prabhag_list,prabhag_nums,n_prabhag,prabhag_primary,prabhag_sub,ward_col_num,ward_col_sub
2017-18,A_Capital_List,2988,CE20E101/SF1-111,CE20E101,SF1,111,,प्रभाग क्र 5 क आनंदपार्क बस स्टॉप ते जुना मुंढवा रस्ता व विविध ठिकाणी पावसाळी लाईन टाकणे,,2000000.0,"[(5, 'क')]",[5],1,5.0,क,,
2017-18,A_Capital_List,2989,CE20E101/SF1-112,CE20E101,SF1,112,,प्रभाग क्र 5 ड आनंदपार्क बस स्टॉप ते जुना मुंढवा रस्ता पावसाळी लाईन टाकणे,,1000000.0,"[(5, 'ड')]",[5],1,5.0,ड,,
2017-18,A_Capital_List,2990,CE20E101/SF1-113,CE20E101,SF1,113,,प्रभाग क्र 6 क मधील क्रांतीवीर लहूजी वस्ताद सभागृह ते लक्ष्मीनगर पोलीस चौकी पर्यत पावसाळी लाईन बदलणे,,1000000.0,"[(6, 'क')]",[6],1,6.0,क,,
2017-18,A_Capital_List,2991,CE20E101/SF1-114,CE20E101,SF1,114,,प्रभाग क्र.7 ब मध्ये सकाळनगर व बाणेर रोड परिसरात पावसाळी लाईन टाकणे,,1000000.0,"[(7, 'ब')]",[7],1,7.0,ब,,
2017-18,A_Capital_List,2992,CE20E101/SF1-115,CE20E101,SF1,115,,प्रभाग क्र.7 ब मध्ये न.ता.वाडी परिसरात पावसाळी लाईन टाकणे.,,1000000.0,"[(7, 'ब')]",[7],1,7.0,ब,,
2017-18,A_Capital_List,2993,CE20E101/SF1-116,CE20E101,SF1,116,,प्रभाग क्र.7 ब मध्ये पाटील इस्टेट झोपडपट्टी आणि अश्विनीनगर परिसरात पावसाळी लाईन टाकणे.,,1000000.0,"[(7, 'ब')]",[7],1,7.0,ब,,
2017-18,A_Capital_List,2994,CE20E101/SF1-117,CE20E101,SF1,117,,प्रभाग क्र.7 क मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(7, 'क')]",[7],1,7.0,क,,
2017-18,A_Capital_List,2995,CE20E101/SF1-118,CE20E101,SF1,118,,"प्रभाग क्र. 8 अ भाऊ पाटील चाळ, गोपी चाळ येथे पावसाळी लाईन टाकणे",,1000000.0,"[(8, 'अ')]",[8],1,8.0,अ,,
2017-18,A_Capital_List,2996,CE20E101/SF1-119,CE20E101,SF1,119,,प्रभाग क्र.10 अ मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(10, 'अ')]",[10],1,10.0,अ,,
2017-18,A_Capital_List,2997,CE20E101/SF1-120,CE20E101,SF1,120,,प्रभाग क्र.10 ब मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे,,2000000.0,"[(10, 'ब')]",[10],1,10.0,ब,,
2017-18,A_Capital_List,2998,CE20E101/SF1-121,CE20E101,SF1,121,,प्रभाग क्र.10 ब मध्ये जिजाई गार्डन परिसरात पावसाळी लाईन टाकणे,,1000000.0,"[(10, 'ब')]",[10],1,10.0,ब,,
2017-18,A_Capital_List,2999,CE20E101/SF1-122,CE20E101,SF1,122,,"प्रभाग क्र.11अ, मध्ये झोपडपट्टी परिसरात विविध ठिकाणी मोठया व्यासाच्या पावसाळी लाईन टाकणे.",,1000000.0,"[(11, 'अ')]",[11],1,11.0,अ,,
2017-18,A_Capital_List,3000,CE20E101/SF1-123,CE20E101,SF1,123,,"प्रभाग क्र.11अ, मध्ये सोसायट्या परिसरात विविध ठिकाणी मोठया व्यासाच्या पावसाळी लाईन टाकणे.",,1000000.0,"[(11, 'अ')]",[11],1,11.0,अ,,
2017-18,A_Capital_List,3001,CE20E101/SF1-124,CE20E101,SF1,124,,"प्रभाग क्र.11 ब, जयभवानीनगर येथे मुख्य रस्ता पावसाळी गटार लाईन टाकणे",,1000000.0,"[(11, 'ब')]",[11],1,11.0,ब,,
2017-18,A_Capital_List,3002,CE20E101/SF1-125,CE20E101,SF1,125,,"प्रभाग क्र.11 ब, मध्ये पावसाळी गटार लाईन दुरूस्तीविषयक कामे करणे.",,1000000.0,"[(11, 'ब')]",[11],1,11.0,ब,,
2017-18,A_Capital_List,3003,CE20E101/SF1-126,CE20E101,SF1,126,,"प्रभाग क्र.11 ड, मधील विविध ठिकाणच्या पावसाळी लाईन साफ करणे तसेच डोंगरभागातील वाहून आलेला राडारोडा उचलणे.",,1000000.0,"[(11, 'ड')]",[11],1,11.0,ड,,
2017-18,A_Capital_List,3004,CE20E101/SF1-127,CE20E101,SF1,127,,"प्रभाग क्र12 अ, मध्ये विविध ठिकाणच्या पावसाळी गटारांची साफसफाई करणे.",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,,
2017-18,A_Capital_List,3005,CE20E101/SF1-128,CE20E101,SF1,128,,प्रभाग क्र12 ब मध्ये विविध ठिकाणची पावसाळी लाईन साफसफाई करणे.,,500000.0,"[(12, 'ब')]",[12],1,12.0,ब,,
2017-18,A_Capital_List,3006,CE20E101/SF1-129,CE20E101,SF1,129,,प्रभाग क्रं.12 क मध्ये विविध ठिकाणी पावसाळी पाण्याची लाईन टाकणे,,4000000.0,"[(12, 'क')]",[12],1,12.0,क,,
2017-18,A_Capital_List,3007,CE20E101/SF1-130,CE20E101,SF1,130,,प्रभाग क्रं.12 क मध्ये लक्ष्मीनगर येथे पावसाळी लाईन टाकणे.,,3000000.0,"[(12, 'क')]",[12],1,12.0,क,,
2017-18,A_Capital_List,3008,CE20E101/SF1-131,CE20E101,SF1,131,,प्रभाग क्रं.12 क मध्ये गुजरात कॉलनी शास्त्रीनगर भागात पावसाळी पाण्याची लाईन टाकणे,,3000000.0,"[(12, 'क')]",[12],1,12.0,क,,
2017-18,A_Capital_List,3009,CE20E101/SF1-132,CE20E101,SF1,132,,प्रभाग क्र.१३अ मध्ये विविध ठिकाणी पावसाळी लाईन पावसाळ्यापूर्वी जेटिंग मशीनच्या सहाय्याने स्वच्छ करणे व तदनुषंगिक कामे करणे.,,1000000.0,"[(13, 'अ')]",[13],1,13.0,अ,,
2017-18,A_Capital_List,3010,CE20E101/SF1-133,CE20E101,SF1,133,,"प्रभाग क्र.13ड, विविध ठिकाणी पावसाळी गटारे बांधणे.",,2000000.0,"[(13, 'ड')]",[13],1,13.0,ड,,
2017-18,A_Capital_List,3011,CE20E101/SF1-134,CE20E101,SF1,134,,"प्रभाग क्र.13ड, हॅपी कॉलनी लेन नं.1 ते 4 पावसाळी गटारे बांधणे",,500000.0,"[(13, 'ड')]",[13],1,13.0,ड,,
2017-18,A_Capital_List,3012,CE20E101/SF1-135,CE20E101,SF1,135,,"प्रभाग क्र.14क, मधील हनुमान टेकडी तसेच इतर टेकडी परिसराच्या जागी पावसाळी पाणी वाया जाऊ नये म्हणून रेन वॉटर हार्वेस्टींग प्रकल्प राबविणे.",,1000000.0,"[(14, 'क')]",[14],1,14.0,क,,
2017-18,A_Capital_List,3013,CE20E101/SF1-136,CE20E101,SF1,136,,"प्रभाग क्र.14ड, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(14, 'ड')]",[14],1,14.0,ड,,
2017-18,A_Capital_List,3014,CE20E101/SF1-137,CE20E101,SF1,137,,"प्रभाग क्र.14ड, मध्ये दीप बंगला चौक ते थोरात चौक पावसाळी लाईन टाकणे",,1000000.0,"[(14, 'ड')]",[14],1,14.0,ड,,
2017-18,A_Capital_List,3015,CE20E101/SF1-138,CE20E101,SF1,138,,"प्रभाग क्र.14ड, मधील आपटे रोड परिसरामध्ये पावसाळी लाईन टाकणे.",,1000000.0,"[(14, 'ड')]",[14],1,14.0,ड,,
2017-18,A_Capital_List,3016,CE20E101/SF1-139,CE20E101,SF1,139,,"प्रभाग क्र.15अ, मध्ये शनिवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे",,1000000.0,"[(15, 'अ')]",[15],1,15.0,अ,,
2017-18,A_Capital_List,3017,CE20E101/SF1-140,CE20E101,SF1,140,,"प्रभाग क्र.15अ, मध्ये शुक्रवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे",,1000000.0,"[(15, 'अ')]",[15],1,15.0,अ,,
2017-18,A_Capital_List,3018,CE20E101/SF1-141,CE20E101,SF1,141,,"प्रभाग क्र.15अ, मध्ये बुधवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे",,1000000.0,"[(15, 'अ')]",[15],1,15.0,अ,,
2017-18,A_Capital_List,3019,CE20E101/SF1-142,CE20E101,SF1,142,,"प्रभाग क्र.15अ, मध्ये सुभाषनगर पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे",,1000000.0,"[(15, 'अ')]",[15],1,15.0,अ,,
2017-18,A_Capital_List,3020,CE20E101/SF1-143,CE20E101,SF1,143,,"प्रभाग क्र.15ब, मध्ये नारायण पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे.",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2017-18,A_Capital_List,3021,CE20E101/SF1-144,CE20E101,SF1,144,,"प्रभाग क्र.15ब, मध्ये सदाशिव पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे.",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2017-18,A_Capital_List,3022,CE20E101/SF1-145,CE20E101,SF1,145,,"प्रभाग क्र.15ब, मध्ये शनिवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे.",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2017-18,A_Capital_List,3023,CE20E101/SF1-146,CE20E101,SF1,146,,"प्रभाग क्र.15ब, मध्ये शुक्रवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे.",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2017-18,A_Capital_List,3024,CE20E101/SF1-147,CE20E101,SF1,147,,"प्रभाग क्र.15ब, मध्ये बुधवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे.",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2017-18,A_Capital_List,3025,CE20E101/SF1-148,CE20E101,SF1,148,,"प्रभाग क्र.15ब, मध्ये सुभाषनगर परिसरात व प्रभागात इतरत्र पावसाळी लाईन देखभाल दुरूस्ती विषयक कामे करणे व नव्याने लाईन टाकणे.",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2017-18,A_Capital_List,3026,CE20E101/SF1-149,CE20E101,SF1,149,,"प्रभाग क्र.16क, पारगे चौक ते हॉटेल पद्मकृष्णा पावसाळी गटार टाकणे",,500000.0,"[(16, 'क')]",[16],1,16.0,क,,
2017-18,A_Capital_List,3027,CE20E101/SF1-150,CE20E101,SF1,150,,"प्रभाग क्र.16ड, मध्ये ड्रेनेज चेंबर व पावसाळी लाईन दुरूस्ती करणे.",,1000000.0,"[(16, 'ड')]",[16],1,16.0,ड,,
2017-18,A_Capital_List,3028,CE20E101/SF1-151,CE20E101,SF1,151,,"प्रभाग क्र.17 अ, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(17, 'अ')]",[17],1,17.0,अ,,
2017-18,A_Capital_List,3029,CE20E101/SF1-152,CE20E101,SF1,152,,"प्रभाग क्र.17 क, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(17, 'क')]",[17],1,17.0,क,,
2017-18,A_Capital_List,3030,CE20E101/SF1-153,CE20E101,SF1,153,,"प्रभाग क्र.17 ड, मधील विविध ठिकाणी रस्त्यामधील खाली गेलेली पावसाळी गटाराचे चेंबर समपातळीवर उचलणे",,500000.0,"[(17, 'ड')]",[17],1,17.0,ड,,
2017-18,A_Capital_List,3031,CE20E101/SF1-154,CE20E101,SF1,154,,"प्रभाग क्र.18अ, मध्ये जैन मंदिर ते रामोशी गेट पावसाळी लाईन टाकणे.",,2000000.0,"[(18, 'अ')]",[18],1,18.0,अ,,
2017-18,A_Capital_List,3032,CE20E101/SF1-155,CE20E101,SF1,155,,"प्रभाग क्र.18अ, मध्ये कृष्णाहट्टी चौक ते फुलवाला चौक पावसाळी लाईन टाकणे",,2000000.0,"[(18, 'अ')]",[18],1,18.0,अ,,
2017-18,A_Capital_List,3033,CE20E101/SF1-156,CE20E101,SF1,156,,"प्रभाग क्र.18ब, जैन मंदिर ते रामोशी गेट पर्यंत पावसाळी लाईन दुरूस्त करणे किंवा नवीन टाकणे",,1000000.0,"[(18, 'ब')]",[18],1,18.0,ब,,
